recording,timelocking_event,timelocking_time,epoch_idx,epoch_type,rejected,evar_FA,evar_n_hits,evar_max_hits,evar_HR,evar_trial_idx,cond_,set_Easy,set_Hard,set_Medium,trial_mean
"cS16_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_3_nScene3_freqdistance6_freq(1270,2540)_AM(7,3)_gap([6.1429,19.5714;9.3333,17,23.3333;12.3846,15,26.8462]).wav",8869.247,39,"trial",0,1,2,2,1,39,1,0,1,0,-12.990361
"cS16_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_2_nScene2_freqdistance6_freq(1270,582)_AM(7,3)_gap([17,23.8571;10,13.3333,20.6667]).wav",8905.231,40,"trial",0,1,2,2,1,40,1,0,0,1,234.82797
"cS16_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_3_nScene3_freqdistance6_freq(1115,497)_AM(23,3)_gap([8.2609,18.4348;13,22,24.6667;10.3846,15.8462,26.8462]).wav",8940.699,41,"trial",0,0,2,2,1,41,1,0,1,0,-496.05179
"cS16_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_2_nScene2_freqdistance6_freq(1115,2263)_AM(3,7)_gap([8,11.3333,16;18.1429,20.4286,26.4286]).wav",8976.715,42,"trial",0,0,3,3,1,42,1,0,0,1,-809.78992
"cS16_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([21,25.6667]).wav",9012.071,43,"trial",1,1,1,2,0.5,43,1,1,0,0,354.34677
"cS16_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_1_nScene1_freqdistance0_freq(1270)_AM(7)_gap([9.2857,17.7143,20.5714]).wav",9048.517,44,"trial",0,0,3,3,1,44,1,1,0,0,-1042.9365
"cS16_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_1_nScene1_freqdistance0_freq(2016)_AM(7)_gap([11.8571,21.7143,23.7143]).wav",9084.066,45,"trial",1,0,2,3,0.66667,45,1,1,0,0,-499.92697
"cS16_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_3_nScene3_freqdistance6_freq(1115,2263)_AM(3,7)_gap([11,13;17.1429,20.8571,25;6.3478,22.8696]).wav",9120.302,46,"trial",0,1,2,2,1,46,1,0,1,0,-391.95834
"cS16_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_3_nScene3_freqdistance6_freq(2016,993)_AM(7,23)_gap([16.5714,22.4286;7.6957,12.2609;14.3333,19,25.3333]).wav",9155.685,47,"trial",0,0,2,2,1,47,1,0,1,0,-321.75015
"cS16_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_2_nScene2_freqdistance6_freq(2016,993)_AM(7,23)_gap([9.4286,11.7143,26.8571;15.8261,18.3478,23.8696]).wav",9191.017,48,"trial",0,0,3,3,1,48,1,0,0,1,-563.80597
"cS16_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_2_nScene2_freqdistance6_freq(1425,2851)_AM(13,23)_gap([14.0769,21.1538;7.6957,12,19.1304]).wav",9228.294,49,"trial",0,0,2,2,1,49,1,0,0,1,79.692757
"cS16_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_2_nScene2_freqdistance6_freq(1270,582)_AM(23,3)_gap([6.3043,12.8261;10.3333,22.3333,24.3333]).wav",9263.479,50,"trial",0,0,2,2,1,50,1,0,0,1,-195.02362
"cS16_b1_b2_b3_b4_b5_b6","Trial:3 Rep3_3_nScene3_freqdistance6_freq(1425,2851)_AM(13,23)_gap([8.8462,20.0769,24.3846;6.4783,11.5217;13.6667,22.3333]).wav",9298.795,51,"trial",0,0,3,3,1,51,1,0,1,0,20.030111
"cS16_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(7)_gap([8.4286,21.4286,24.1429]).wav",9333.978,52,"trial",0,0,3,3,1,52,1,1,0,0,-79.233215
"cS16_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_3_nScene3_freqdistance6_freq(1796,3540)_AM(7,3)_gap([6.5714,17.8571,21.2857;8.6667,13.3333;10.6923,23.6923,26.5385]).wav",9369.212,53,"trial",1,0,2,3,0.66667,53,1,0,1,0,547.92505
"cS16_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_2_nScene2_freqdistance6_freq(1600,3154)_AM(23,7)_gap([6.8261,20.3913,24.8261;10.5714,17.4286]).wav",9404.362,54,"trial",0,0,3,3,1,54,1,0,0,1,-550.96887
"cS16_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_1_nScene1_freqdistance0_freq(1270)_AM(23)_gap([9.7826,11.913,21.3478]).wav",9439.546,55,"trial",0,0,3,3,1,55,1,1,0,0,-934.80774
"cS16_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1796,872)_AM(7,3)_gap([6.5714,23.5714;13,19.3333,21.3333]).wav",9475.38,56,"trial",0,0,2,2,1,56,1,0,0,1,-438.47192
"cS16_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_1_nScene1_freqdistance0_freq(1600)_AM(23)_gap([6.0435,8.4348,13.7391]).wav",9512.03,57,"trial",0,0,3,3,1,57,1,1,0,0,-567.47882
"cS16_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_3_nScene3_freqdistance6_freq(1600,3154)_AM(23,7)_gap([7.6957,14.5652,19.4783;16.5714,25.8571;11.7692,22.8462]).wav",9547.747,58,"trial",0,0,3,3,1,58,1,0,1,0,-1123.6611
"cS16_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_3_nScene3_freqdistance6_freq(1270,582)_AM(23,3)_gap([12.8261,19.3043;6.3333,17;8.8571,26.8571]).wav",9583.48,59,"trial",0,0,2,2,1,59,1,0,1,0,217.37822
"cS16_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([14.3077,18.9231]).wav",9618.797,60,"trial",0,0,2,2,1,60,1,1,0,0,-21.964693
"cS16_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_2_nScene2_freqdistance6_freq(1796,872)_AM(13,7)_gap([12,18.4615,25.2308;8.2857,21.7143]).wav",9659.37,61,"trial",0,0,3,3,1,61,1,0,0,1,-484.47174
"cS16_b1_b2_b3_b4_b5_b6","Trial:2 Rep1_3_nScene3_freqdistance6_freq(2016,3917)_AM(23,3)_gap([6.913,20.7826,26.9565;12.6667,14.6667;10.4286,17.5714,23.5714]).wav",9695.518,62,"trial",0,0,3,3,1,62,1,0,1,0,-358.33041
"cS16_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_2_nScene2_freqdistance6_freq(2016,3917)_AM(23,3)_gap([11.1304,19.4783;15.6667,22.3333,25.3333]).wav",9731.135,63,"trial",0,0,2,2,1,63,1,0,0,1,-741.19043
"cS16_b1_b2_b3_b4_b5_b6","Trial:4 Rep3_2_nScene2_freqdistance6_freq(1796,3540)_AM(23,3)_gap([9.6087,12.6522,21.3043;14.6667,17.3333,25.3333]).wav",9766.454,64,"trial",0,0,3,3,1,64,1,0,0,1,262.43231
"cS16_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_3_nScene3_freqdistance6_freq(1796,872)_AM(13,7)_gap([8.0769,14.7692;6,21,25.8571;11.3333,17.3333,23.3333]).wav",9803.268,65,"trial",0,1,2,2,1,65,1,0,1,0,-581.77734
"cS16_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_1_nScene1_freqdistance0_freq(1796)_AM(13)_gap([7.0769,16.0769]).wav",9838.569,66,"trial",0,0,2,2,1,66,1,1,0,0,-465.50339
"cS16_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_1_nScene1_freqdistance0_freq(1796)_AM(23)_gap([7.913,18.6087]).wav",9873.905,67,"trial",0,0,2,2,1,67,1,1,0,0,-954.88727
"cS16_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_3_nScene3_freqdistance6_freq(1425,663)_AM(13,23)_gap([7.9231,21.8462;10.2609,14.1304,19.3913;16.7143,24.5714,27]).wav",9910.936,68,"trial",0,0,2,2,1,68,1,0,1,0,-106.84399
"cS16_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_3_nScene3_freqdistance6_freq(1796,3540)_AM(23,3)_gap([11.8696,17.4783;15.3333,25.6667;6.2857,22.5714]).wav",9946.725,69,"trial",1,1,1,2,0.5,69,1,0,1,0,-111.8714
"cS16_b1_b2_b3_b4_b5_b6","Trial:10 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([19.6154,25.7692]).wav",9982.987,70,"trial",0,0,2,2,1,70,1,1,0,0,-659.86859
"cS16_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_2_nScene2_freqdistance6_freq(1425,2851)_AM(13,23)_gap([6.7692,11.3846,16.0769;18.2609,26.8696]).wav",10018.921,71,"trial",0,0,3,3,1,71,1,0,0,1,-453.03333
"cS16_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_1_nScene1_freqdistance0_freq(2016)_AM(23)_gap([8.1739,26.7391]).wav",10054.471,72,"trial",0,0,2,2,1,72,1,1,0,0,-827.54535
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,7)_gap([13.6667,18.3333,20.6667;7.2857,16;11.1739,22.8696,26.1739]).wav",16955.829,1,"trial",1,4,2,3,0.66667,1,1,0,1,0,43.142689
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_3_nScene3_freqdistance6_freq(2016,3917)_AM(13,3)_gap([13.0769,21.6923,27;10.6667,17,19.6667;8,24.4286]).wav",16994.508,2,"trial",1,1,2,3,0.66667,2,1,0,1,0,769.16516
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_1_nScene1_freqdistance0_freq(2016)_AM(13)_gap([24.8462,26.8462]).wav",17034.452,3,"trial",0,0,2,2,1,3,1,1,0,0,-256.6413
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_2_nScene2_freqdistance6_freq(2016,993)_AM(13,3)_gap([10,12.4615;20.6667,26]).wav",17073.802,4,"trial",1,0,1,2,0.5,4,1,0,0,1,26.218088
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_2_nScene2_freqdistance6_freq(1115,2263)_AM(13,23)_gap([9.4615,15.3846,23.8462;11.6522,18.3478]).wav",17112.386,5,"trial",1,0,1,3,0.33333,5,1,0,0,1,-148.2928
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_2_nScene2_freqdistance6_freq(1270,2540)_AM(3,7)_gap([14,20.3333,26;9.5714,23.2857]).wav",17155.024,6,"trial",0,1,3,3,1,6,1,0,0,1,329.48221
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep1_1_nScene1_freqdistance0_freq(2016)_AM(7)_gap([11.4286,16.7143,20.2857]).wav",17191.202,7,"trial",0,0,3,3,1,7,1,1,0,0,-454.88351
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_2_nScene2_freqdistance6_freq(2016,3917)_AM(7,3)_gap([12.7143,20.4286;10.6667,23.6667]).wav",17230.903,8,"trial",0,1,2,2,1,8,1,0,0,1,417.33084
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([15.3333,20,26.6667]).wav",17266.703,9,"trial",0,0,3,3,1,9,1,1,0,0,-602.05957
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_3_nScene3_freqdistance6_freq(2016,3917)_AM(7,3)_gap([18.1429,24.4286;7.3333,9.6667,26.6667;15.9231,20.7692]).wav",17302.596,10,"trial",1,2,0,2,0,10,1,0,1,0,-26.646692
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(13)_gap([9.3077,25.9231]).wav",17338.178,11,"trial",1,0,1,2,0.5,11,1,1,0,0,-228.36066
"cS17_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_3_nScene3_freqdistance6_freq(1115,2263)_AM(13,23)_gap([18.9231,26.2308;6.3043,9.4783,21.2609;12,16.6667,23.6667]).wav",17376.521,12,"trial",1,2,1,2,0.5,12,1,0,1,0,-276.20639
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([8.8696,16.3478]).wav",17421.649,13,"trial",0,0,2,2,1,13,1,1,0,0,-136.37883
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep3_3_nScene3_freqdistance6_freq(1425,663)_AM(23,7)_gap([16.7826,21.6522,24.4348;12.2857,26.5714;7.3333,9.3333,19.3333]).wav",17458.545,14,"trial",1,1,2,3,0.66667,14,1,0,1,0,336.40173
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_2_nScene2_freqdistance6_freq(2016,993)_AM(13,7)_gap([8.6923,15.5385,19.2308;6.1429,13.2857,24.1429]).wav",17494.864,15,"trial",0,0,3,3,1,15,1,0,0,1,-68.863609
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_1_nScene1_freqdistance0_freq(2016)_AM(13)_gap([11.4615,18.5385,25.6154]).wav",17530.462,16,"trial",0,0,3,3,1,16,1,1,0,0,-227.87094
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_1_nScene1_freqdistance0_freq(2016)_AM(13)_gap([14.6154,21.1538]).wav",17566.312,17,"trial",0,0,2,2,1,17,1,1,0,0,-356.94952
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_2_nScene2_freqdistance6_freq(2016,3917)_AM(13,3)_gap([12.3077,14.9231;10,21.6667,25.6667]).wav",17605.129,18,"trial",1,0,1,2,0.5,18,1,0,0,1,-238.71039
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_2_nScene2_freqdistance6_freq(1425,663)_AM(23,7)_gap([10.6522,25.6957;7.8571,12.7143,20.7143]).wav",17644.852,19,"trial",0,0,2,2,1,19,1,0,0,1,-230.84322
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_2_nScene2_freqdistance6_freq(1796,3540)_AM(3,23)_gap([9.6667,13.3333,22.3333;19.3043,25.8696]).wav",17682.046,20,"trial",1,0,1,3,0.33333,20,1,0,0,1,-247.01395
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_1_nScene1_freqdistance0_freq(1796)_AM(3)_gap([6.6667,14.3333,18.6667]).wav",17718.346,21,"trial",0,0,3,3,1,21,1,1,0,0,-315.26059
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_3_nScene3_freqdistance6_freq(1796,3540)_AM(3,23)_gap([6,17,22.6667;8,10.4348;14.4286,24.8571]).wav",17754.363,22,"trial",1,0,1,3,0.33333,22,1,0,1,0,142.71091
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_3_nScene3_freqdistance6_freq(2016,3917)_AM(13,3)_gap([12,14.6154;10,16.6667,20.3333;7.2857,23.4286]).wav",17790.83,23,"trial",1,0,1,2,0.5,23,1,0,1,0,-2.5783644
"cS17_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_3_nScene3_freqdistance6_freq(2016,993)_AM(13,7)_gap([10.3846,18.8462,23.6154;7.4286,21.5714;12.5217,26.087]).wav",17827.564,24,"trial",1,0,1,3,0.33333,24,1,0,1,0,-302.22504
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_2_nScene2_freqdistance6_freq(2016,3917)_AM(23,7)_gap([17.6087,23.5652,25.8696;12.2857,20]).wav",17874.504,25,"trial",1,0,2,3,0.66667,25,1,0,0,1,258.78137
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_3_nScene3_freqdistance6_freq(1115,497)_AM(13,3)_gap([14.9231,20.6154,26.3077;6.3333,17,22.6667;8.9565,12.7391]).wav",17910.038,26,"trial",1,1,2,3,0.66667,26,1,0,1,0,447.27658
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_2_nScene2_freqdistance6_freq(1115,497)_AM(7,3)_gap([6.7143,12.2857;15,17,19]).wav",17947.105,27,"trial",0,0,2,2,1,27,1,0,0,1,214.50758
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,3)_gap([24.8571,26.8571;18,21.3333;9.7391,12.4348,15.4783]).wav",17982.361,28,"trial",1,1,0,2,0,28,1,0,1,0,-367.42886
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([16,18,22]).wav",18017.539,29,"trial",1,0,2,3,0.66667,29,1,1,0,0,-485.15262
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_3_nScene3_freqdistance6_freq(2016,993)_AM(23,7)_gap([6.3478,26.1739;10,12.1429,16.7143;20.6667,22.6667]).wav",18055.089,30,"trial",0,0,2,2,1,30,1,0,1,0,-132.15691
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([6.4286,11]).wav",18090.839,31,"trial",0,0,2,2,1,31,1,1,0,0,-141.19493
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1115,497)_AM(13,3)_gap([15.2308,21.4615;10,19.3333,24]).wav",18126.176,32,"trial",0,1,2,2,1,32,1,0,0,1,-437.58856
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,7)_gap([6.3333,23.3333;10.7143,13;16.7692,21,25.6923]).wav",18162.856,33,"trial",1,1,1,2,0.5,33,1,0,1,0,-78.299934
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_1_nScene1_freqdistance0_freq(2016)_AM(23)_gap([7.9565,11.6522,21.6087]).wav",18198.856,34,"trial",1,0,2,3,0.66667,34,1,1,0,0,-237.81306
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_1_nScene1_freqdistance0_freq(1115)_AM(13)_gap([18.7692,21.8462]).wav",18234.573,35,"trial",0,0,2,2,1,35,1,1,0,0,480.69641
"cS17_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_2_nScene2_freqdistance6_freq(1270,2540)_AM(3,7)_gap([12.3333,24;6.1429,8.5714,16.1429]).wav",18270.09,36,"trial",1,0,1,2,0.5,36,1,0,0,1,269.6326
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_3_nScene3_freqdistance6_freq(1796,872)_AM(23,13)_gap([11.9565,20.1739;7.2308,15.1538,22.3077;9.5714,17.4286,24.4286]).wav",18313.16,37,"trial",0,0,2,2,1,37,1,0,1,0,362.99832
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_2_nScene2_freqdistance6_freq(1600,766)_AM(7,23)_gap([6.2857,12.2857,17;8.5652,21.7826]).wav",18348.511,38,"trial",0,1,3,3,1,38,1,0,0,1,-280.23218
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([7,25.6667]).wav",18384.663,39,"trial",0,0,2,2,1,39,1,1,0,0,63.169582
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_2_nScene2_freqdistance6_freq(1796,872)_AM(23,13)_gap([11.8261,19.4783;7.3846,16.3077,23.4615]).wav",18419.946,40,"trial",0,0,2,2,1,40,1,0,0,1,93.290314
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_3_nScene3_freqdistance6_freq(1600,766)_AM(7,23)_gap([13.8571,22.1429,24.1429;9.6087,19.3478;7.3333,16]).wav",18456.029,41,"trial",1,2,0,3,0,41,1,0,1,0,-281.7811
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_3_nScene3_freqdistance6_freq(1115,497)_AM(3,7)_gap([10.6667,22.3333,24.3333;7.2857,15.2857,18.1429;20.3077,26.5385]).wav",18491.395,42,"trial",1,0,0,3,0,42,1,0,1,0,-287.28751
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_2_nScene2_freqdistance6_freq(1425,663)_AM(3,13)_gap([16.3333,22.6667,26.6667;6.8462,9.9231,14.1538]).wav",18528.379,43,"trial",1,0,0,3,0,43,1,0,0,1,83.657021
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(7)_gap([14.2857,16.7143]).wav",18564.046,44,"trial",1,0,1,2,0.5,44,1,1,0,0,114.22185
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_2_nScene2_freqdistance6_freq(1115,497)_AM(3,7)_gap([10.3333,23;14.5714,18.7143]).wav",18614.514,45,"trial",1,0,1,2,0.5,45,1,0,0,1,-171.78342
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_1_nScene1_freqdistance0_freq(1796)_AM(23)_gap([18.0435,24.4348]).wav",18653.496,46,"trial",0,0,2,2,1,46,1,1,0,0,-117.23826
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_3_nScene3_freqdistance6_freq(1425,2851)_AM(3,13)_gap([10.3333,19;8.3077,22.3846,26.3077;14.1739,16.8696]).wav",18689.263,47,"trial",0,1,2,2,1,47,1,0,1,0,-498.61847
"cS17_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(3)_gap([8.6667,25]).wav",18729.113,48,"trial",0,0,2,2,1,48,1,1,0,0,821.92505
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_3_nScene3_freqdistance6_freq(1270,582)_AM(13,7)_gap([17.6923,23.3846;13.8571,20.2857,25.8571;7.2174,9.3478,11.6957]).wav",18772.435,49,"trial",1,0,0,2,0,49,1,0,1,0,181.46608
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_2_nScene2_freqdistance6_freq(1425,2851)_AM(13,23)_gap([6.9231,17.7692,19.9231;14,24.7391]).wav",18807.903,50,"trial",1,1,2,3,0.66667,50,1,0,0,1,-114.22562
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_3_nScene3_freqdistance6_freq(1115,2263)_AM(13,7)_gap([16.8462,23.3077;7.4286,13.1429;10,19,25.6667]).wav",18843.223,51,"trial",0,1,2,2,1,51,1,0,1,0,-30.191673
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep3_2_nScene2_freqdistance6_freq(1115,2263)_AM(7,3)_gap([9.1429,13.5714,15.7143;6.6667,26.6667]).wav",18881.371,52,"trial",1,0,1,3,0.33333,52,1,0,0,1,-429.2518
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(13)_gap([10.1538,14.0769]).wav",18916.97,53,"trial",0,0,2,2,1,53,1,1,0,0,-541.87866
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([8.5385,23.4615]).wav",18952.62,54,"trial",1,1,1,2,0.5,54,1,1,0,0,84.497284
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,3)_gap([12,26.7143;14,17.3333,24.6667;6.0435,9.4348]).wav",18987.773,55,"trial",1,0,0,2,0,55,1,0,1,0,-36.672344
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_2_nScene2_freqdistance6_freq(1115,497)_AM(13,7)_gap([8.7692,12.2308;14.2857,22.4286,25]).wav",19022.972,56,"trial",0,0,2,2,1,56,1,0,0,1,-175.48076
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_2_nScene2_freqdistance6_freq(1270,582)_AM(13,7)_gap([10.1538,16,23.4615;21.2857,26.5714]).wav",19060.504,57,"trial",0,0,3,3,1,57,1,0,0,1,-495.32108
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(13)_gap([7.2308,10.9231]).wav",19096.605,58,"trial",1,0,1,2,0.5,58,1,1,0,0,-606.98865
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([6.1429,17.5714]).wav",19131.94,59,"trial",0,0,2,2,1,59,1,1,0,0,-215.73254
"cS17_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_3_nScene3_freqdistance6_freq(1425,2851)_AM(13,23)_gap([9.7692,13,16.2308;6.2174,18.6087,23.3913;21.3333,26]).wav",19168.022,60,"trial",0,1,3,3,1,60,1,0,1,0,572.47711
"cS17_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_3_nScene3_freqdistance6_freq(1796,3540)_AM(7,23)_gap([6.1429,18.4286;13.3913,15.7391,23.087;8.6667,11,26.6667]).wav",19212.692,61,"trial",1,1,1,2,0.5,61,1,0,1,0,-63.972919
"cS17_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_3_nScene3_freqdistance6_freq(1600,766)_AM(13,7)_gap([11.3077,13.3077;8.5714,17.2857,26.5714;6,20.6667,23.6667]).wav",19248.392,62,"trial",1,0,0,2,0,62,1,0,1,0,65.169968
"cS17_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,13)_gap([11.6667,27;18.6154,23.6923;9.2609,14.4348,20.7826]).wav",19283.676,63,"trial",1,0,0,2,0,63,1,0,1,0,60.436241
"cS17_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([15.6667,19.3333,22.6667]).wav",19319.295,64,"trial",0,0,3,3,1,64,1,1,0,0,-303.13654
"cS17_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(13)_gap([18.5385,23]).wav",19354.876,65,"trial",0,0,2,2,1,65,1,1,0,0,-183.08234
"cS17_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_2_nScene2_freqdistance6_freq(1270,582)_AM(3,13)_gap([6,23.3333,25.6667;9.1538,13.6154]).wav",19390.594,66,"trial",1,1,2,3,0.66667,66,1,0,0,1,-499.46716
"cS17_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_3_nScene3_freqdistance6_freq(1796,3540)_AM(23,7)_gap([9.7826,23.6087;13.7143,21,26.8571;7.6154,16.4615,18.9231]).wav",19426.477,67,"trial",1,0,0,2,0,67,1,0,1,0,-237.04893
"cS17_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1796,872)_AM(23,7)_gap([13.3043,16.5217;7,18.8571,24.4286]).wav",19462.061,68,"trial",0,0,2,2,1,68,1,0,0,1,-404.18671
"cS17_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(23)_gap([11.9565,15.6087]).wav",19497.782,69,"trial",0,0,2,2,1,69,1,1,0,0,34.250893
"cS17_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_2_nScene2_freqdistance6_freq(1796,872)_AM(7,23)_gap([10,18.7143,24.8571;7.7826,21.3043]).wav",19532.931,70,"trial",1,1,2,3,0.66667,70,1,0,0,1,-549.5603
"cS17_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_2_nScene2_freqdistance6_freq(1600,766)_AM(13,7)_gap([7.9231,13.7692,25.9231;17.2857,21.5714]).wav",19569.196,71,"trial",0,0,3,3,1,71,1,0,0,1,399.31021
